Student ID,gwa,low_subject_count,borderline_subject_count,overall_attendance_avg,low_attendance_subject_count,min_attendance_rate,at_risk,risk_prob
1.08481E+11,73.1,3.0,3.0,79.3,3.0,82.0,1,0.5999
1.64516E+11,88.4,0.0,0.0,85.4,0.0,89.0,0,0.011
4.24662E+11,83.2,1.0,2.0,78.9,4.0,75.0,0,0.0789
1.64516E+11,74.3,1.0,1.0,77.9,1.0,60.0,0,0.1477
.,89.1,0.0,3.0,88.1,1.0,86.0,0,0.022
1.08249E+11,76.1,0.0,3.0,78.9,4.0,61.0,1,0.1168
1.08243E+11,89.1,0.0,2.0,89.1,0.0,69.0,0,0.0173
1.08479E+11,75.9,3.0,0.0,74.4,3.0,68.0,0,0.3748
1.36908E+11,69.1,3.0,0.0,75.3,2.0,65.0,0,0.7255
4.2455E+11,80.0,0.0,0.0,78.9,3.0,72.0,0,0.0252
1.12049E+11,76.4,3.0,0.0,78.0,0.0,59.0,0,0.2412
1.08243E+11,81.0,1.0,3.0,82.3,1.0,58.0,0,0.0534
1.08243E+11,79.4,1.0,2.0,83.2,2.0,57.0,0,0.061
1.08237E+11,73.2,3.0,0.0,73.6,0.0,53.0,0,0.4278
1.36908E+11,71.8,3.0,1.0,85.3,2.0,59.0,1,0.5607
1.08235E+11,81.9,1.0,2.0,77.0,3.0,69.0,0,0.0802
1.0847E+11,70.9,3.0,3.0,71.9,4.0,77.0,1,0.8195
4.02484E+11,72.2,1.0,0.0,77.8,4.0,55.0,0,0.2887
1.08247E+11,81.3,1.0,3.0,83.9,4.0,60.0,1,0.0867
1.08473E+11,79.5,3.0,0.0,70.7,0.0,63.0,0,0.2123
1.08479E+11,80.7,2.0,2.0,75.5,1.0,81.0,0,0.1089
4.02585E+11,68.6,3.0,3.0,74.8,1.0,77.0,1,0.7768
1.08236E+11,66.8,3.0,1.0,73.2,4.0,85.0,1,0.87
1.08246E+11,74.9,3.0,2.0,85.4,3.0,62.0,0,0.4264
1.36912E+11,75.9,3.0,3.0,83.4,1.0,54.0,1,0.3263
1.08239E+11,79.0,2.0,3.0,76.7,0.0,60.0,1,0.1439
1.36671E+11,86.7,0.0,1.0,84.6,4.0,82.0,0,0.0265
1.10353E+11,73.9,1.0,0.0,79.0,3.0,66.0,1,0.1648
1.08479E+11,86.6,0.0,2.0,86.0,4.0,86.0,1,0.0314
1.12967E+11,74.6,1.0,1.0,78.8,0.0,62.0,1,0.111
1.0849E+11,77.3,3.0,1.0,78.5,1.0,83.0,0,0.2269
2.51501E+11,77.0,1.0,1.0,86.5,3.0,54.0,0,0.1002
1.08238E+11,82.6,1.0,1.0,88.7,4.0,70.0,0,0.0571
1.0825E+11,81.2,1.0,1.0,82.2,1.0,79.0,0,0.0312
1.08477E+11,77.0,2.0,2.0,76.7,0.0,73.0,0,0.1586
1.08238E+11,75.9,2.0,3.0,69.6,4.0,53.0,0,0.6032
4.24625E+11,84.1,1.0,3.0,84.9,4.0,83.0,0,0.0721
1.08251E+11,74.5,1.0,0.0,79.0,2.0,72.0,0,0.1204
1.64516E+11,71.4,2.0,3.0,81.4,2.0,81.0,0,0.4018
1.08238E+11,72.9,2.0,2.0,81.5,2.0,70.0,0,0.2966
2.28502E+11,80.9,0.0,1.0,82.2,0.0,54.0,0,0.0169
1.08237E+11,82.2,0.0,3.0,79.0,4.0,76.0,0,0.0475
1.08237E+11,87.6,0.0,1.0,91.0,2.0,66.0,0,0.0214
1.08237E+11,84.5,1.0,3.0,85.8,1.0,77.0,0,0.0446
4.24604E+11,87.0,2.0,1.0,77.8,2.0,56.0,0,0.1169
1.08473E+12,81.2,2.0,2.0,82.3,1.0,87.0,0,0.0711
1.08475E+11,72.7,2.0,2.0,74.5,1.0,88.0,0,0.3606
.,81.8,0.0,0.0,79.6,0.0,62.0,0,0.0156
2.51501E+11,79.4,1.0,2.0,89.9,0.0,86.0,0,0.0348
1.09817E+11,85.6,1.0,3.0,91.5,4.0,55.0,0,0.0907
2.51501E+11,83.2,0.0,0.0,83.8,3.0,79.0,0,0.0189
1.08471E+11,69.5,2.0,1.0,76.3,2.0,80.0,1,0.5392
1.08472E+11,70.2,3.0,0.0,75.6,0.0,79.0,0,0.5504
1.08243E+11,73.6,3.0,1.0,77.0,1.0,54.0,1,0.5004
1.08473E+11,67.9,2.0,0.0,83.0,2.0,85.0,0,0.472
1.08237E+11,76.4,0.0,2.0,91.2,4.0,72.0,0,0.0695
1.08237E+11,84.9,1.0,3.0,76.9,4.0,58.0,0,0.1226
1.21325E+11,81.4,0.0,0.0,97.2,0.0,54.0,0,0.0142
1.08424E+11,82.3,1.0,3.0,82.4,2.0,50.0,0,0.0682
LRN:402500160089,80.6,3.0,3.0,77.3,0.0,86.0,0,0.177
1.0847E+11,78.0,1.0,3.0,80.4,2.0,63.0,0,0.0989
1.0825E+11,85.2,1.0,1.0,80.4,2.0,87.0,0,0.0411
2.28502E+11,95.0,0.0,2.0,77.1,1.0,63.0,0,0.0309
1.36718E+11,86.2,0.0,3.0,77.3,2.0,56.0,0,0.0458
1.08247E+11,69.3,2.0,3.0,81.6,0.0,79.0,1,0.5353
1.17572E+11,74.8,2.0,0.0,76.6,2.0,59.0,0,0.2594
1.0825E+11,91.4,0.0,1.0,82.8,3.0,61.0,0,0.0267
1.08475E+11,85.1,0.0,1.0,84.3,1.0,76.0,0,0.0162
no,76.1,0.0,3.0,92.5,2.0,61.0,1,0.0688
4.02467E+11,84.6,1.0,0.0,77.3,3.0,85.0,0,0.0511
1.0823E+11,78.7,3.0,3.0,79.4,0.0,78.0,0,0.1986
1.18579E+11,79.9,1.0,3.0,79.6,3.0,72.0,0,0.0786
1.08239E+11,85.3,0.0,0.0,90.5,4.0,58.0,0,0.0277
1.08247E+11,88.1,0.0,0.0,81.8,2.0,74.0,0,0.0169
4.26813E+11,80.2,1.0,2.0,86.0,2.0,66.0,0,0.0497
1.08478E+11,76.9,3.0,2.0,68.4,4.0,73.0,1,0.5712
1.08241E+11,81.4,0.0,0.0,89.5,1.0,70.0,0,0.0145
1.08478E+11,84.8,0.0,2.0,87.1,3.0,89.0,0,0.0263
4.02693E+11,92.1,1.0,3.0,79.1,2.0,67.0,1,0.0707
1.08239E+11,77.7,1.0,2.0,80.1,2.0,81.0,0,0.078
228502140178 (not N/A),79.9,1.0,1.0,86.8,3.0,81.0,0,0.0446
1.08247E+11,80.9,1.0,2.0,82.1,2.0,57.0,0,0.0542
Full N/A ,77.4,1.0,0.0,84.4,1.0,84.0,0,0.0442
10824310070,73.3,1.0,0.0,77.5,1.0,56.0,0,0.1612
1.09855E+11,86.7,0.0,2.0,89.4,0.0,54.0,0,0.02
4.0318E+11,67.2,3.0,2.0,69.0,3.0,69.0,1,0.9024
10847310067,91.2,0.0,0.0,74.2,3.0,84.0,0,0.0323
1.04961E+11,71.8,3.0,3.0,75.7,1.0,74.0,0,0.6063
1.08243E+11,73.9,2.0,0.0,78.1,1.0,78.0,0,0.2078
1.08239E+11,76.9,0.0,1.0,87.8,0.0,87.0,0,0.0247
2.51501E+11,81.5,1.0,3.0,86.9,0.0,56.0,0,0.0459
108241130021 N/A,78.1,1.0,0.0,87.7,1.0,50.0,0,0.0511
1.15668E+11,69.5,2.0,0.0,81.9,2.0,85.0,0,0.3303
1.08247E+11,87.9,0.0,2.0,76.2,4.0,82.0,0,0.0469
1.08243E+11,73.3,1.0,3.0,82.7,0.0,83.0,1,0.1338
1.07898E+11,74.4,0.0,1.0,83.2,0.0,74.0,0,0.0436
4.02476E+11,80.3,0.0,2.0,96.5,1.0,86.0,0,0.0185
1.08245E+11,67.2,3.0,3.0,72.7,0.0,66.0,1,0.8352
1.08238E+11,73.8,1.0,0.0,80.9,2.0,57.0,0,0.1384
164516101043 (N/A),79.2,2.0,0.0,83.7,0.0,67.0,0,0.0572
1.64516E+11,87.1,0.0,3.0,86.0,4.0,71.0,0,0.0405
1.08247E+11,81.3,1.0,2.0,80.9,4.0,67.0,0,0.0744
1.08472E+11,75.5,2.0,1.0,75.7,0.0,63.0,0,0.2048
1.08245E+11,76.4,2.0,3.0,77.5,4.0,89.0,1,0.3462
2.51501E+11,86.8,1.0,2.0,72.5,3.0,78.0,0,0.0992
N/A 108239120264,81.4,1.0,0.0,90.6,3.0,51.0,0,0.0488
1.08243E+11,73.8,2.0,2.0,84.3,2.0,88.0,1,0.252
1.08246E+11,80.1,1.0,3.0,79.2,3.0,59.0,0,0.0892
1.64516E+11,81.2,1.0,0.0,71.6,0.0,52.0,0,0.0589
1.64516E+11,88.9,0.0,1.0,82.7,4.0,74.0,0,0.0281
1.08473E+11,73.7,3.0,0.0,71.6,2.0,86.0,0,0.5644
2.51501E+11,84.2,0.0,0.0,80.9,2.0,62.0,0,0.0202
1.08237E+11,80.3,1.0,0.0,82.3,4.0,59.0,1,0.0537
No,71.2,2.0,1.0,78.5,4.0,54.0,1,0.533
1.08247E+11,80.7,1.0,2.0,74.5,0.0,84.0,0,0.0517
1.08234E+11,75.4,1.0,1.0,84.4,4.0,74.0,0,0.1325
2.51501E+11,80.8,0.0,3.0,85.8,2.0,77.0,0,0.027
1.08239E+11,84.7,0.0,0.0,84.1,2.0,83.0,0,0.0157
1.08245E+11,62.6,3.0,3.0,72.3,1.0,67.0,1,0.942
1.0913E+11,85.2,1.0,0.0,76.7,0.0,89.0,0,0.0317
4.24586E+11,89.5,0.0,3.0,85.2,1.0,89.0,0,0.022
1.09535E+11,77.1,2.0,0.0,77.2,3.0,82.0,0,0.1672
2.51501E+11,75.2,2.0,2.0,74.2,4.0,85.0,1,0.3449
N/A ,70.5,2.0,2.0,81.4,1.0,80.0,0,0.3289
BLENDED,72.7,2.0,1.0,74.8,1.0,85.0,1,0.3658
1.08478E+11,77.4,1.0,1.0,86.3,4.0,76.0,0,0.0896
1.12111E+11,78.2,0.0,0.0,88.7,4.0,84.0,0,0.0322
1.08239E+11,78.4,3.0,1.0,74.8,4.0,78.0,1,0.3845
1.08239E+11,81.8,1.0,3.0,78.9,0.0,61.0,0,0.0541
1.08243E+11,71.1,1.0,0.0,86.8,2.0,67.0,0,0.1914
1.08246E+11,76.9,1.0,1.0,83.9,4.0,60.0,0,0.1136
1.12059E+11,90.7,0.0,1.0,82.7,1.0,83.0,0,0.0156
N/A ,73.5,1.0,1.0,81.1,4.0,60.0,0,0.2184
1.09825E+11,71.3,3.0,3.0,73.2,2.0,52.0,1,0.773
1.08247E+11,83.9,0.0,1.0,79.3,4.0,69.0,0,0.0356
1.08478E+12,85.8,1.0,2.0,81.0,4.0,84.0,0,0.0655
....,62.0,3.0,0.0,83.2,2.0,57.0,0,0.8776
108469120128 (N/A),70.4,3.0,1.0,70.1,2.0,78.0,1,0.7365
blended,77.9,3.0,3.0,78.5,0.0,69.0,0,0.255
1.12876E+11,75.2,3.0,0.0,68.8,4.0,51.0,1,0.6656
1.08237E+11,73.7,3.0,3.0,66.6,1.0,79.0,0,0.6452
4.0259E+11,85.7,3.0,1.0,73.5,4.0,74.0,0,0.3146
1.08475E+11,80.2,0.0,3.0,84.8,0.0,81.0,0,0.0184
1.08471E+11,69.6,2.0,3.0,78.6,1.0,82.0,1,0.5143
1.08234E+11,80.7,1.0,0.0,78.6,3.0,75.0,0,0.049
1.12069E+11,80.9,1.0,2.0,76.7,1.0,64.0,0,0.0613
1.1296E+11,88.9,1.0,1.0,86.6,0.0,88.0,0,0.026
1.08473E+11,75.2,2.0,3.0,78.1,3.0,69.0,1,0.357
1.21294E+11,73.5,2.0,0.0,72.9,3.0,72.0,0,0.4306
1.09834E+11,84.9,3.0,0.0,73.9,3.0,57.0,0,0.2598
1.10006E+11,82.2,0.0,2.0,84.6,1.0,68.0,0,0.0208
1.08247E+11,74.3,1.0,0.0,84.8,4.0,64.0,0,0.1515
1.08245E+11,90.5,0.0,2.0,84.4,4.0,73.0,0,0.0336
4.24584E+11,61.0,3.0,0.0,68.7,1.0,81.0,1,0.9386
1.08238E+11,84.6,0.0,3.0,83.1,1.0,85.0,0,0.022
1.08235E+11,82.5,1.0,2.0,74.1,3.0,52.0,0,0.1129
1.08234E+11,91.9,0.0,1.0,88.9,3.0,79.0,0,0.0224
1.04959E+11,80.3,3.0,2.0,67.3,2.0,74.0,1,0.372
1.08245E+11,89.0,0.0,3.0,78.8,3.0,85.0,0,0.039
4.25752E+11,77.2,0.0,2.0,83.6,1.0,78.0,0,0.0335
N/A ,80.0,1.0,3.0,88.2,2.0,61.0,0,0.0615
1.08249E+11,83.3,0.0,0.0,83.3,4.0,86.0,0,0.0223
1.08247E+11,75.5,3.0,0.0,80.9,3.0,69.0,1,0.3601
1.0502E+11,79.4,1.0,1.0,78.6,4.0,50.0,0,0.0967
1.09312E+11,80.8,2.0,2.0,78.6,0.0,63.0,0,0.0882
1.64516E+11,67.4,3.0,1.0,63.7,1.0,74.0,1,0.8785
1.08244E+11,79.8,1.0,0.0,87.4,1.0,72.0,0,0.0294
1.08565E+11,79.7,3.0,1.0,70.8,1.0,70.0,0,0.2543
1.08473E+12,81.9,0.0,2.0,94.6,1.0,50.0,0,0.0248
1.08249E+11,76.8,2.0,2.0,80.8,0.0,75.0,0,0.1255
1.0415E+11,65.4,3.0,2.0,76.3,3.0,82.0,0,0.8772
1.28971E+11,89.2,0.0,2.0,94.1,1.0,55.0,0,0.0237
1.08434E+11,75.6,2.0,0.0,80.0,2.0,53.0,0,0.1975
1.08245E+11,83.9,1.0,0.0,81.3,2.0,60.0,0,0.0396
1.09408E+11,89.9,0.0,3.0,78.3,0.0,61.0,0,0.0288
1.08247E+11,70.3,1.0,2.0,87.4,0.0,81.0,0,0.1958
1.08239E+11,93.2,0.0,2.0,90.0,0.0,52.0,0,0.0204
1.07923E+11,76.8,0.0,1.0,85.9,2.0,72.0,0,0.0387
1.0847E+11,78.0,1.0,1.0,84.0,3.0,70.0,0,0.0714
1.08479E+11,82.7,0.0,1.0,82.9,4.0,76.0,1,0.0275
108471130272 BLENDED LEARNING,95.0,0.0,2.0,89.9,1.0,51.0,0,0.0246
1.28503E+11,80.1,0.0,0.0,83.9,3.0,59.0,0,0.023
2.51501E+11,71.3,2.0,0.0,74.5,4.0,85.0,1,0.5001
1.08471E+11,77.4,3.0,3.0,64.6,4.0,71.0,1,0.6901
1.64516E+11,79.9,1.0,0.0,84.0,1.0,73.0,0,0.0285
1.08239E+11,73.4,1.0,0.0,78.5,1.0,73.0,0,0.1288
1.08237E+11,87.5,2.0,3.0,74.9,3.0,59.0,0,0.2119
1.98245E+11,79.1,0.0,2.0,86.5,1.0,82.0,0,0.0223
1.08239E+11,81.8,2.0,0.0,87.1,1.0,58.0,0,0.063
1.07709E+11,77.8,0.0,1.0,75.4,0.0,60.0,0,0.0396
1.08471E+11,80.2,2.0,3.0,87.1,3.0,89.0,0,0.1156
1.0848E+11,76.8,0.0,0.0,92.9,0.0,88.0,0,0.0213
1.08243E+11,65.0,3.0,0.0,76.2,2.0,81.0,1,0.8217
1.08245E+11,86.7,0.0,3.0,89.2,4.0,52.0,0,0.0486
1.08249E+11,80.2,1.0,1.0,79.4,2.0,83.0,0,0.044
1.36598E+11,81.6,0.0,2.0,87.6,0.0,65.0,0,0.018
1.07339E+11,63.2,3.0,0.0,73.5,2.0,89.0,0,0.8909
1.08482E+11,85.6,1.0,0.0,85.8,4.0,69.0,0,0.0488
Not N/A,82.6,1.0,1.0,80.5,3.0,87.0,1,0.0485
1.09839E+11,69.2,3.0,1.0,70.1,1.0,76.0,1,0.754
1.08245E+11,91.6,0.0,0.0,85.2,1.0,53.0,0,0.0171
1.08867E+11,82.5,1.0,2.0,79.3,3.0,86.0,0,0.0621
1.08239E+11,90.4,1.0,3.0,83.3,3.0,63.0,0,0.0714
1.09835E+11,79.1,0.0,2.0,83.2,1.0,63.0,0,0.0263
1.08239E+11,80.2,3.0,1.0,78.4,0.0,85.0,0,0.1228
Face to face,70.7,2.0,1.0,83.7,0.0,62.0,0,0.3433
1.64516E+11,87.5,0.0,1.0,85.3,4.0,80.0,0,0.0265
1.08478E+11,75.4,1.0,3.0,81.3,4.0,51.0,0,0.2229
1.20566E+11,74.4,3.0,2.0,83.5,2.0,80.0,0,0.3014
1.08243E+11,66.7,3.0,2.0,74.5,3.0,82.0,1,0.8609
2.51501E+11,62.7,3.0,3.0,80.6,3.0,87.0,1,0.9167
1.08479E+11,70.0,2.0,1.0,77.9,3.0,71.0,0,0.509
1.64516E+11,86.4,1.0,2.0,85.8,1.0,76.0,0,0.0381
1.08471E+11,86.9,0.0,1.0,91.8,4.0,50.0,0,0.0354
2.51501E+11,87.1,0.0,0.0,90.4,4.0,81.0,0,0.0223
1.08473E+11,72.5,3.0,0.0,71.1,3.0,75.0,1,0.6106
1.64516E+11,78.1,1.0,3.0,84.8,2.0,78.0,0,0.0761
4.24588E+11,75.3,3.0,0.0,75.0,0.0,66.0,1,0.2848
1.08247E+11,66.6,3.0,0.0,74.1,3.0,89.0,1,0.821
1.08243E+11,92.1,0.0,3.0,91.1,0.0,64.0,0,0.0216
1.08248E+11,90.1,0.0,3.0,84.3,3.0,50.0,0,0.0417
No,78.2,2.0,0.0,85.1,2.0,73.0,0,0.0918
1.01534E+11,72.8,0.0,0.0,85.9,3.0,60.0,1,0.0955
1.08245E+11,65.7,3.0,2.0,67.1,1.0,87.0,1,0.9008
1.08237E+11,79.0,2.0,3.0,79.2,0.0,58.0,0,0.1253
N/A ,78.5,1.0,2.0,80.7,0.0,74.0,0,0.0483
4.24625E+11,75.8,1.0,2.0,86.6,4.0,81.0,0,0.1361
1.08243E+11,80.9,2.0,3.0,84.4,0.0,89.0,1,0.0708
1.08239E+11,79.2,1.0,2.0,78.1,1.0,74.0,1,0.0595
1.08249E+11,81.5,1.0,1.0,81.2,2.0,70.0,0,0.0428
N/A ,75.4,2.0,1.0,80.3,0.0,67.0,0,0.1536
1.64516E+11,86.9,0.0,0.0,93.0,2.0,71.0,0,0.0171
1.08426E+11,81.3,1.0,2.0,73.4,1.0,78.0,0,0.0672
1.08236E+11,79.0,0.0,2.0,84.8,2.0,86.0,0,0.0271
1.08473E+11,75.5,0.0,0.0,85.4,4.0,79.0,0,0.056
1.08235E+11,84.5,2.0,3.0,82.4,1.0,65.0,0,0.0958
1.08247E+12,76.2,3.0,0.0,77.7,2.0,81.0,1,0.2687
1.08244E+11,62.9,3.0,1.0,81.4,2.0,76.0,1,0.8593
1.08252E+11,83.9,1.0,0.0,70.9,1.0,75.0,0,0.0589
10825030081,84.1,1.0,1.0,86.0,2.0,80.0,0,0.0368
1.08471E+11,70.6,2.0,1.0,68.5,2.0,75.0,1,0.6809
1.36908E+11,93.4,0.0,1.0,81.2,3.0,69.0,0,0.0262
N/A ,85.1,0.0,2.0,90.4,4.0,65.0,0,0.0363
1.12932E+11,79.3,1.0,2.0,82.6,1.0,68.0,1,0.0473
1.08247E+11,78.5,2.0,3.0,85.6,4.0,61.0,1,0.2059
1.13081E+11,85.2,1.0,1.0,85.4,4.0,85.0,0,0.0519
2.52501E+11,76.5,1.0,2.0,85.9,0.0,77.0,0,0.0639
 ,70.1,2.0,2.0,88.3,2.0,64.0,1,0.419
1.08469E+11,78.4,1.0,2.0,87.4,4.0,59.0,1,0.1012
1.08473E+11,84.6,1.0,2.0,81.0,4.0,69.0,0,0.0726
1.12322E+11,79.2,0.0,0.0,70.6,3.0,88.0,0,0.0487
1.08238E+11,79.5,2.0,1.0,79.7,0.0,80.0,0,0.0657
Yess,71.9,3.0,3.0,75.9,1.0,79.0,1,0.6603
1.36537E+11,74.9,1.0,3.0,77.2,1.0,65.0,0,0.1782
1.08472E+11,79.4,3.0,1.0,74.8,0.0,85.0,0,0.1707
1.09637E+11,72.8,3.0,2.0,70.3,1.0,81.0,0,0.5346
Not N/A ,67.9,3.0,2.0,78.6,1.0,75.0,0,0.7075
1.08469E+11,71.6,3.0,3.0,71.4,1.0,54.0,0,0.7488
1.0847E+11,77.7,2.0,2.0,72.2,0.0,70.0,0,0.1883
1.08477E+11,70.6,3.0,3.0,74.4,3.0,56.0,1,0.8063
1.13978E+11,83.2,1.0,2.0,82.2,3.0,88.0,0,0.0517
1.09837E+11,76.5,1.0,0.0,82.4,0.0,59.0,0,0.0544
1.08239E+11,79.7,1.0,3.0,78.4,1.0,84.0,0,0.0588
1.36908E+11,70.5,3.0,2.0,79.0,3.0,75.0,0,0.6875
164516120473 (N/A),78.4,2.0,3.0,87.1,4.0,64.0,0,0.2044
1.07919E+11,78.8,1.0,3.0,84.6,1.0,77.0,0,0.0566
1.08247E+11,86.1,1.0,2.0,84.5,2.0,54.0,0,0.0557
1.08469E+11,77.8,2.0,2.0,71.8,3.0,85.0,0,0.2663
1.09116E+11,90.2,0.0,0.0,78.1,1.0,69.0,0,0.0193
1.08469E+11,82.8,1.0,3.0,76.4,2.0,89.0,0,0.075
1.0825E+11,78.8,1.0,0.0,82.4,3.0,86.0,0,0.0471
1.08237E+11,64.4,3.0,1.0,77.0,3.0,60.0,1,0.8958
5.02516E+11,78.6,1.0,2.0,84.3,4.0,79.0,0,0.0812
1.13068E+11,79.1,0.0,1.0,83.7,0.0,52.0,0,0.0207
1.08481E+11,87.9,0.0,3.0,86.6,4.0,84.0,0,0.0371
1.0843E+11,86.4,0.0,3.0,86.5,2.0,60.0,0,0.0318
1.08247E+11,74.6,1.0,2.0,87.4,2.0,61.0,0,0.146
N/A ,71.3,3.0,1.0,71.8,0.0,70.0,1,0.6367
1.08244E+11,79.1,2.0,3.0,81.1,2.0,72.0,0,0.1323
1.18222E+11,76.7,3.0,3.0,73.8,2.0,84.0,1,0.4779
1.08237E+11,82.6,0.0,3.0,86.5,3.0,88.0,0,0.0312
1.08484E+11,85.7,1.0,0.0,80.1,4.0,84.0,0,0.0501
1.08136E+11,92.3,0.0,0.0,82.4,0.0,88.0,0,0.011
1.09389E+11,89.3,0.0,2.0,86.7,2.0,76.0,0,0.023
1.26219E+11,74.3,1.0,3.0,79.1,2.0,68.0,0,0.1995
1.0847E+11,80.9,1.0,2.0,77.3,1.0,87.0,0,0.0506
1.08247E+11,71.4,2.0,1.0,82.8,1.0,68.0,0,0.3456
1.08247E+11,80.3,0.0,3.0,90.4,3.0,68.0,0,0.0351
1.08241E+11,77.5,2.0,3.0,75.8,0.0,79.0,0,0.1689
1.0825E+11,76.5,0.0,3.0,87.6,4.0,84.0,0,0.0745
1.64516E+11,88.3,0.0,2.0,92.6,3.0,57.0,0,0.0329
1.08237E+11,73.0,1.0,0.0,75.6,4.0,79.0,0,0.2425
1.08247E+11,69.0,3.0,3.0,68.4,0.0,58.0,1,0.8367
1.09288E+11,75.4,3.0,2.0,89.4,3.0,61.0,0,0.395
1.08241E+11,79.6,1.0,2.0,77.6,4.0,87.0,0,0.0887
Blended,66.3,3.0,0.0,79.9,3.0,53.0,1,0.8082
4.24112E+11,90.0,1.0,3.0,81.1,1.0,76.0,0,0.0479
1.17827E+11,81.9,0.0,0.0,84.8,3.0,50.0,0,0.0251
109537121405 N/A,95.0,0.0,0.0,82.5,4.0,69.0,0,0.0248
1.09817E+11,74.9,3.0,0.0,76.0,2.0,69.0,1,0.3717
di ko po tanda,76.3,3.0,0.0,73.1,1.0,58.0,0,0.4013
face to face,75.5,3.0,0.0,73.1,2.0,88.0,1,0.3788
